"SK_ID_PREV" "AMT_BALANCE_INTERCEPT" "AMT_BALANCE_TREND"
"2161" 1032052 0 0
"2162" 1032112 112.334111842105 -1.4698753730331
"2163" 1032114 126086.516584034 1666.70169914012
"2164" 1032136 209562.698017241 -2389.81777337008
"2165" 1032147 0 0
"2166" 1032174 0 0
"2167" 1032178 0 0
"2168" 1032179 -28786.6903846153 20878.65
"2169" 1032180 0 0
"2170" 1032223 56574.7965296053 -836.774838239285
"2171" 1032224 22296.1160526316 -339.5559237656
"2172" 1032225 35997.3652302632 -542.780114283777
"2173" 1032248 0 0
"2174" 1032275 215639.447275862 -8025.04369521691
"2175" 1032281 6.453 -0.364015384615385
"2176" 1032289 0 0
"2177" 1032295 0 0
"2178" 1032308 0 0
"2179" 1032312 315772.47 44810.7123214286
"2180" 1032313 0 0
"2181" 1032330 0 0
"2182" 1032333 0 0
"2183" 1032336 18126.6142913687 -289.94059473953
"2184" 1032359 79727.9353246753 -4971.61577922078
"2185" 1032362 41556.966 1778.53757142857
"2186" 1032386 163000.851 6045.86828571427
"2187" 1032388 6859.89681818182 -361.935472027972
"2188" 1032399 0 0
"2189" 1032421 0 0
"2190" 1032435 76659.6760632911 -628.138396624473
"2191" 1032454 0 0
"2192" 1032457 145047.046213816 -1936.07915518177
"2193" 1032459 248070.788926229 -5203.84528794289
"2194" 1032460 83778.1416639935 -1047.09715772399
"2195" 1032466 382680.3798 -17158.9270153846
"2196" 1032497 33479.1225 3563.919
"2197" 1032500 30165.2525 13812.1455
"2198" 1032507 0 0
"2199" 1032508 -4653.01211538461 1275.25178571429
"2200" 1032525 14427.0375 10692.2055
"2201" 1032528 -27392.42875 20945.95875
"2202" 1032540 52835.5249835527 -785.647641413457
"2203" 1032574 0 0
"2204" 1032595 52046.6232456589 -768.119256894791
"2205" 1032625 30776.1799500001 6468.52060384615
"2206" 1032647 187399.271457237 -1852.12148623169
"2207" 1032688 0 0
"2208" 1032730 101309.977528196 304.579504472388
"2209" 1032752 12024.261 16339.5098181818
"2210" 1032769 -70793.7334090908 31874.2176398601
"2211" 1032804 0 0
"2212" 1032823 0 0
"2213" 1032826 87881.1923299798 -1177.24368561368
"2214" 1032843 0 0
"2215" 1032853 0 0
"2216" 1032854 0 0
"2217" 1032869 99470.5232727273 10428.3151363636
"2218" 1032912 4244.81637362638 451.201054945055
"2219" 1032922 26481.1317032967 16598.8931538462
"2220" 1032923 0 0
"2221" 1032928 153500.604784615 4626.06290769231
"2222" 1032929 0 0
"2223" 1032930 -2655.88071428572 15894.2275714286
"2224" 1032947 10633.0957105263 16610.6577180451
"2225" 1032950 3436.01871428571 -184.589298701299
"2226" 1032952 -27273.7560000001 25274.6530909091
"2227" 1032958 108961.077272727 -4467.85628342246
"2228" 1032964 0 0
"2229" 1032968 186560.727096774 3920.70556451613
"2230" 1032981 -151308.51 113481.3825
"2231" 1033016 275708.40125 762.984750000004
"2232" 1033023 0 0
"2233" 1033040 172807.819772727 799.021573426566
"2234" 1033050 171565.688571429 14985.6814285714
"2235" 1033071 0 NA
"2236" 1033102 37114.8937006579 -429.823781199132
"2237" 1033108 113927.463453527 -1672.75795023796
"2238" 1033153 26533.1488914474 -394.246391447369
"2239" 1033159 1596.63059210526 -24.6303214867064
"2240" 1033200 0 0
"2241" 1033255 232766.774403409 3963.07367145722
"2242" 1033264 0.710624999999999 -0.0109890463917526
"2243" 1033266 27754.4675032895 -419.231614114216
"2244" 1033278 12680.5656611842 -193.474082575963
"2245" 1033279 15349.9312500001 44048.18775
"2246" 1033283 212326.531548387 -2847.43981451613
"2247" 1033298 79091.7321951221 1854.32685803419
"2248" 1033304 161014.202307692 -1568.71829670329
"2249" 1033307 0 0
"2250" 1033317 -13832.6898214286 16830.2785714286
"2251" 1033318 -688.117673077074 10804.7944291745
"2252" 1033329 0 0
"2253" 1033333 -153.359181818152 14855.9616818182
"2254" 1033334 -12025.593 24016.0037142857
"2255" 1033335 0 0
"2256" 1033339 65713.7185294118 7743.3730495356
"2257" 1033363 3083.73559615385 -92.9102546904315
"2258" 1033364 562785.70976601 3346.95806157636
"2259" 1033367 0 0
"2260" 1033379 0 0
"2261" 1033381 80354.2040890688 -2084.69574291498
"2262" 1033388 -7169.72871428568 12947.1450779221
"2263" 1033404 172657.153184211 -6128.83532706767
"2264" 1033411 0 0
"2265" 1033415 149673.776351351 -5628.69051209104
"2266" 1033416 134031.0762 16646.5469076923
"2267" 1033424 -12434.8058571428 2249.39150649351
"2268" 1033427 0 0
"2269" 1033437 0 0
"2270" 1033443 612992.95494958 -18854.8103067227
"2271" 1033452 0 0
"2272" 1033457 0 0
"2273" 1033476 0 0
"2274" 1033479 20582.505 -2865.22714285714
"2275" 1033483 0 0
"2276" 1033484 17559.3725735294 -1436.01551470588
"2277" 1033486 113687.451346154 10969.7189835165
"2278" 1033491 0 NA
"2279" 1033495 62252.4669230769 -3904.49878021978
"2280" 1033505 18587.573715415 -404.426650197629
"2281" 1033516 0 0
"2282" 1033519 19348.73 15058.341
"2283" 1033520 0 0
"2284" 1033523 15772.5319090909 317.275363636364
"2285" 1033528 264616.767204836 -5147.76649633439
"2286" 1033537 -17612.4337012987 5134.8337012987
"2287" 1033544 193233.530769231 -7210.71115384615
"2288" 1033545 115269.009868421 -1064.67536842105
"2289" 1033548 0 0
"2290" 1033555 152099.446075239 -1971.84897820652
"2291" 1033566 1327.35375 -104.043970588235
"2292" 1033569 122044.896517241 3633.71909566185
"2293" 1033580 0 0
"2294" 1033594 36955.0601556551 -320.782076707727
"2295" 1033598 8.49187499999999 -0.131317654639175
"2296" 1033600 66686.0276179775 -974.824321274231
"2297" 1033610 0 0
"2298" 1033622 -31275.4665441175 36544.1786029412
"2299" 1033635 0 0
"2300" 1033641 2073.05520833333 -37.9194766260162
"2301" 1033666 72820.3465438871 -1172.63230742137
"2302" 1033677 188598.137142857 -6075.45617034129
"2303" 1033682 59014.2335365853 -11.6829782544811
"2304" 1033689 0 0
"2305" 1033694 676296.609230769 -55983.3057692307
"2306" 1033699 99199.4887058824 -1442.95483258644
"2307" 1033702 368120.133819346 -13239.5269367546
"2308" 1033704 -78531.55065 14559.1302807692
"2309" 1033706 86770.1346428571 58.4123275862087
"2310" 1033719 0 0
"2311" 1033729 29932.7944543269 -672.610293487761
"2312" 1033738 0 0
"2313" 1033739 0 0
"2314" 1033740 4242.01676470588 -317.733343653251
"2315" 1033761 0 0
"2316" 1033780 150204.243968792 -3057.16689460452
"2317" 1033787 -206226.032142857 152108.622321429
"2318" 1033796 67439.1185064935 11137.1870073405
"2319" 1033801 92466.3133636363 -8391.51654545454
"2320" 1033811 1642.93563461538 -52.7999394934334
"2321" 1033817 0 0
"2322" 1033828 358980.612077922 -16042.8327103331
"2323" 1033832 -35639.0801052632 5251.99053383459
"2324" 1033841 408263.445 -18094.2670879121
"2325" 1033843 0 0
"2326" 1033846 1064602.93628571 -60193.9509107143
"2327" 1033849 214438.638397212 -7153.93829754477
"2328" 1033854 -276938.036501976 53340.2761215415
"2329" 1033868 67485.4124482758 -2331.39735150167
"2330" 1033869 91.542 -4.42945161290323
"2331" 1033871 175690.447173913 1034.88704902868
"2332" 1033877 -50691.24 50691.24
"2333" 1033879 0 0
"2334" 1033885 -2355.40285714286 11854.2841071429
"2335" 1033897 0 0
"2336" 1033903 0 0
"2337" 1033949 0 0
"2338" 1033951 132705.243194595 -2307.85318933144
"2339" 1033953 0 0
"2340" 1034019 96487.0527244039 -1232.03336613351
"2341" 1034023 113618.861842105 -1669.55446452794
"2342" 1034041 44958.2918636365 11649.1425711462
"2343" 1034045 2919.67625 755.23275
"2344" 1034068 0 0
"2345" 1034071 0 0
"2346" 1034144 103843.734545455 3686.83363636364
"2347" 1034146 0 0
"2348" 1034150 0 0
"2349" 1034155 -372.629142857143 230.773017857143
"2350" 1034179 112921.89 6121.908
"2351" 1034184 0 0
"2352" 1034189 0 0
"2353" 1034202 5972.74232142857 2044.03017857143
"2354" 1034236 136969.698769317 -1834.76573642217
"2355" 1034242 -29783.7573626374 24137.3669340659
"2356" 1034246 57356.0469642857 -1156.99071428571
"2357" 1034259 106557.1338332 64.760974794051
"2358" 1034264 293706.474 21643.4224285714
"2359" 1034281 0 0
"2360" 1034340 39519.7804285714 -510.739725035834
"2361" 1034342 58660.6194642857 -9476.59071428571
"2362" 1034480 174773.192123077 9352.72364615385
"2363" 1034490 63205.4098369565 -3460.02403695652
"2364" 1034501 807.7692857143 12486.2094642857
"2365" 1034503 0 0
"2366" 1034523 -9373.9725 825.457051920341
"2367" 1034531 239853.038365385 -3257.84479221388
"2368" 1034556 27392.9486538462 11424.4311263736
"2369" 1034557 0 0
"2370" 1034558 94645.9908791209 11071.1372637363
"2371" 1034580 190.928571428571 -31.8214285714286
"2372" 1034593 223119.413766234 -12276.9626595144
"2373" 1034618 0 0
"2374" 1034626 0 0
"2375" 1034648 -15278.1975 18089.0055
"2376" 1034650 48797.0692697369 -678.197236876018
"2377" 1034734 0 0
"2378" 1034735 0 0
"2379" 1034737 0 0
"2380" 1034742 510576.658043478 -27884.5884782609
"2381" 1034751 -4936.96500000001 8284.53214285714
"2382" 1034766 74354.6401260504 -2819.48948319328
"2383" 1034776 311233.253967392 8414.38653260868
"2384" 1034785 0 0
"2385" 1034861 32330.9304545455 3343.1281993007
"2386" 1034865 25208.1192857143 1856.69196428572
"2387" 1034870 1107.42311688315 12721.7111518916
"2388" 1034871 0 0
"2389" 1034887 0 0
"2390" 1034891 59973.1302434211 -739.138316874662
"2391" 1034895 0 0
"2392" 1034939 -30871.125 7916.70857142857
"2393" 1034941 58858.9778436185 -870.277078347408
"2394" 1035002 30900.816 -3659.84263636364
"2395" 1035007 0 0
"2396" 1035009 0 0
"2397" 1035026 -20451.3381521739 9517.29200217391
"2398" 1035038 0 0
"2399" 1035043 -15.8266730769231 0.575240150093809
"2400" 1035053 129491.494534884 110.234692389007
"2401" 1035056 0 0
"2402" 1035066 4449.03379120879 -437.897076923077
"2403" 1035106 0 0
"2404" 1035112 50408.2641666667 134.511239837398
"2405" 1035119 0 0
"2406" 1035142 0 0
"2407" 1035145 -5041.62964285711 21653.6121428571
"2408" 1035150 -61875.4958893281 12684.0408349802
"2409" 1035151 -2914.52849999993 19474.6509264706
"2410" 1035156 0 0
"2411" 1035168 0 0
"2412" 1035186 4927.2 -527.914285714286
"2413" 1035197 0 0
"2414" 1035199 -24597.1816544118 6121.94988970588
"2415" 1035200 -7270.68900000002 40036.8625714286
"2416" 1035201 78758.6687867647 -4457.80290441176
"2417" 1035212 -44821.1814545454 24610.9471363636
"2418" 1035233 -13503.5476578947 2415.51808646617
"2419" 1035245 0 0
"2420" 1035246 29002.1946428572 2137.82347402597
"2421" 1035262 0 0
"2422" 1035270 -10710.9025 16620.9855
"2423" 1035276 324296.703 588.799928571434
"2424" 1035277 9820.167 6047.72154545454
"2425" 1035278 0 0
"2426" 1035300 0 0
"2427" 1035315 0 0
"2428" 1035326 14581.8665546218 -563.924054621849
"2429" 1035332 50590.8995528455 -699.565033303948
"2430" 1035357 296018.008096154 -9101.65029737336
"2431" 1035383 491607.708678647 -6335.36931501057
"2432" 1035394 0 0
"2433" 1035396 -11726.6335714286 36655.2996428571
"2434" 1035409 0 0
"2435" 1035418 133914.197694079 -47.3719498779167
"2436" 1035425 0 NA
"2437" 1035443 153220.782235772 -2557.1564761485
"2438" 1035444 79370.0925 15808.2075
"2439" 1035465 0 0
"2440" 1035485 39477.8914144737 1153.65053462425
"2441" 1035489 51691.9323268037 -812.164321894796
"2442" 1035490 139860.176407895 -684.568727482367
"2443" 1035523 320691.006 3374.37490909092
"2444" 1035529 355818.365604396 1443.7701098901
"2445" 1035534 72594.4515619621 -800.800738432722
"2446" 1035537 146252.564330986 -2669.07838920509
"2447" 1035539 0 0
"2448" 1035560 -46036.4105328948 1639.98963727618
"2449" 1035592 0 0
"2450" 1035608 161.379310344828 -7.5083426028921
"2451" 1035616 102652.501363636 1551.0716798419
"2452" 1035635 72982.2263562753 -2381.28852935223
"2453" 1035636 152657.187388664 -4184.97327327935
"2454" 1035643 376393.992032967 -11874.7564615385
"2455" 1035645 39378.7393223685 -581.930172883885
"2456" 1035654 913209.960315789 -58648.3220300752
"2457" 1035677 92004.0109105263 -1511.99307559809
"2458" 1035701 12593.1497573479 -239.040276828435
"2459" 1035702 62578.1603417635 -1131.73512697829
"2460" 1035703 5972.46320833333 -108.612761178862
"2461" 1035704 101223.545124324 -1145.82294537696
"2462" 1035738 32370.069 41324.9888571429
"2463" 1035755 0 0
"2464" 1035769 61862.3948571428 14193.9073928571
"2465" 1035770 0 0
"2466" 1035856 71911.3662765958 -917.291066069429
"2467" 1035863 20163.2363394109 -314.154125958641
"2468" 1035885 0 0
"2469" 1035893 255916.909285714 16921.8241071429
"2470" 1035920 0 0
"2471" 1035926 -14272.8566538461 6575.88839774859
"2472" 1035940 0 0
"2473" 1035943 324427.029304813 -10658.7811787624
"2474" 1035944 24736.2745714286 13759.6817922078
"2475" 1035949 59122.792125 5034.05761764706
"2476" 1035978 475.181999999994 8661.42654545455
"2477" 1035982 161300.074993007 -3028.2170011481
"2478" 1035998 160805.245092221 -1223.48792529343
"2479" 1036012 0 0
"2480" 1036018 25662.0367582418 7222.69552747252
"2481" 1036030 7238.34 2476.278
"2482" 1036042 27616.5724675323 18058.7837972897
"2483" 1036047 116022.258 -18721.1944285714
"2484" 1036048 0 0
"2485" 1036054 -36109.0936363636 37685.9484440559
"2486" 1036063 66554.0751809211 -939.762419967445
"2487" 1036064 20793.0230427632 -313.040645855942
"2488" 1036088 52789.3396363636 5155.98013636364
"2489" 1036096 30616.2536842105 -2193.87923684211
"2490" 1036106 -168876.256304348 27614.1203804348
"2491" 1036121 14096.9186413043 -751.960741304347
"2492" 1036130 0 0
"2493" 1036136 14916.9760560492 -284.173658446816
"2494" 1036143 14840.6511176471 -249.342094391245
"2495" 1036148 13139.7031622257 -204.428628262478
"2496" 1036153 423490.986233766 -13899.6922614342
"2497" 1036157 0 0
"2498" 1036168 -24565.2235714285 48959.7160714286
"2499" 1036169 0 0
"2500" 1036170 41594.29625 -5084.30625
"2501" 1036181 66463.0112944524 3164.53149906992
"2502" 1036190 161213.239578947 -1915.46705961747
"2503" 1036205 0 0
"2504" 1036239 139303.175426966 -1862.11802037289
"2505" 1036245 0 0
"2506" 1036247 37984.965 14010.495
"2507" 1036256 -1530.33136363636 2668.62272727273
"2508" 1036262 305554.003363636 -3639.10540909091
"2509" 1036316 85579.3777302632 -1160.54023026316
"2510" 1036321 31683.7137138158 -469.845372965274
"2511" 1036325 0 0
"2512" 1036327 150458.929090909 -4525.37613438735
"2513" 1036341 44372.0442857143 -457.797857142855
"2514" 1036345 0 0
"2515" 1036349 32954.6761788618 -577.401377216182
"2516" 1036354 271359.273201581 -7070.27407114624
"2517" 1036357 191458.362272727 3815.11195804196
"2518" 1036360 369808.588421052 -22221.7848947368
"2519" 1036382 102960.730786184 -1361.45642407081
"2520" 1036411 154526.689285714 1537.90071428572
"2521" 1036452 0 0
"2522" 1036453 48835.5833486843 -713.030217240913
"2523" 1036507 0 0
"2524" 1036511 0 0
"2525" 1036539 105715.570196629 -626.196691011236
"2526" 1036547 0 0
"2527" 1036559 78.9809999999998 122.884714285714
"2528" 1036561 0 0
"2529" 1037286 0 0
"2530" 1037289 0 0
"2531" 1037310 -5664.97349999994 25431.8805
"2532" 1037319 -34708.0557142857 4080.33848522168
"2533" 1037320 18127.671 3214.61614285714
"2534" 1037330 0 0
"2535" 1037334 0 0
"2536" 1037340 -68993.7153157894 15798.6631015038
"2537" 1037361 0 0
"2538" 1037362 0 0
"2539" 1037379 164304.550227273 -16176.7331118881
"2540" 1037386 157774.05538206 -2981.70500151012
"2541" 1037410 0 0
"2542" 1037416 0 0
"2543" 1037438 66510.4347730264 -933.01250176343
"2544" 1037443 333658.689545454 -15898.2255533597
"2545" 1037450 -707.11658450704 176.22887902759
"2546" 1037454 104988.517180851 -1150.14071401433
"2547" 1037456 116013.197549261 -4960.12910098522
"2548" 1037462 0 0
"2549" 1037465 0 0
"2550" 1037488 180234.57 9771.61499999996
"2551" 1037498 0 0
"2552" 1037521 0 0
"2553" 1037524 0 0
"2554" 1037535 0 0
"2555" 1037541 -50420.4918749999 16851.4749264706
"2556" 1037545 159024.890085441 -2553.91209842789
"2557" 1037575 44926.0947058824 2825.21660990712
"2558" 1037576 110018.764285714 -10403.9919642857
"2559" 1037580 45511.2432692308 5556.32085164835
"2560" 1037583 468175.624328063 -6647.01807806324
"2561" 1037588 0 0
"2562" 1037593 0 0
"2563" 1037599 5949.0641025641 39.2656593406593
"2564" 1037654 1530.14946428571 1232.63678571429
"2565" 1037677 -10087.23375 4637.9475
"2566" 1037680 0 0
"2567" 1037681 150761.05625 98526.77475
"2568" 1037694 108079.534117647 22499.1143034056
"2569" 1037696 134595.1700625 -916.154118556702
"2570" 1037697 5574.25275986842 -86.1961683735756
"2571" 1037723 0 0
"2572" 1037727 57639.2301611842 1089.09361458899
"2573" 1037728 8030.81848026316 -121.353235417797
"2574" 1037735 66708.9377703761 -1083.5901848297
"2575" 1037751 166250.18762486 -35.6012794652857
"2576" 1037755 75375.8462116461 -937.414247830347
"2577" 1037781 524418.721875 -23633.7081617647
"2578" 1037789 25019.1670164474 -354.331536421595
"2579" 1037815 0 0
"2580" 1037844 221595.953 7252.95855405405
"2581" 1037850 218922.281653846 -6002.99850140713
"2582" 1037863 0 0
"2583" 1037882 8823.41839285715 17189.4128571429
"2584" 1037887 113364.412706131 -2917.13038794926
"2585" 1037890 0 0
"2586" 1037914 0 0
"2587" 1037929 303768.735428571 -6921.084
"2588" 1038721 -3469.62242647059 2070.33507352941
"2589" 1038732 96164.1812337662 2287.14319311123
"2590" 1038735 0 0
"2591" 1038749 1245.85224671052 -19.2654522517634
"2592" 1038766 408938.001 49496.3061428571
"2593" 1038768 0 0
"2594" 1038769 0 0
"2595" 1038777 162512.158081747 -2140.66704885218
"2596" 1038778 17474.8225 8868.94061576355
"2597" 1038779 0 0
"2598" 1038781 0 0
"2599" 1038809 27387.8036546053 -409.977018007325
"2600" 1038814 92115.004263158 -1137.22332887955
"2601" 1038824 212841.855 -17488.9607142857
"2602" 1038834 202716.445608553 -2475.66839527944
"2603" 1038900 0 0
"2604" 1038933 56005.315766129 -2466.90633431085
"2605" 1038976 0 0
"2606" 1038983 107278.936363636 -8579.07
"2607" 1038999 -48982.725 32475.8475
"2608" 1039002 0 0
"2609" 1039011 211057.5645 759.352499999998
"2610" 1039018 -21253.1546769231 2708.85929230769
"2611" 1039039 19559.3999901316 -275.456404435703
"2612" 1039441 5452.21928571428 24919.9280357143
"2613" 1039455 37446.8451609658 -455.785812374245
"2614" 1039456 0 0
"2615" 1039466 0 0
"2616" 1039475 271621.045561878 3100.64721140168
"2617" 1039480 -66225.2784375 10440.780897393
"2618" 1039528 284462.758636364 -4036.00940559441
"2619" 1039536 126436.162539474 -1341.94983328812
"2620" 1039559 53067.0792857143 12111.1157142857
"2621" 1039575 0 0
"2622" 1039576 71914.3984090909 942.139667832169
"2623" 1039603 51745.8680301991 -742.290266481235
"2624" 1039638 269819.402142857 3163.81628571428
"2625" 1039641 0 0
"2626" 1039657 0 0
"2627" 1039666 0 0
"2628" 1039680 0 0
"2629" 1039703 19742.6879802632 -297.26734559821
"2630" 1039704 179225.568 -601.79244870041
"2631" 1039723 88350.7292960527 -1219.9032200217
"2632" 1039753 105473.485390694 -1845.74592777799
"2633" 1039816 152539.281023018 -2541.76945780051
"2634" 1039823 50491.0538571428 -338.687357142857
"2635" 1039824 0 0
"2636" 1039829 12926.8482138158 -197.273246032284
"2637" 1039830 0 0
"2638" 1039840 141399.932694467 -1708.10347816578
"2639" 1039860 0 0
"2640" 1039885 0 0
"2641" 1039887 0 0
"2642" 1039902 49941.6075 36647.8245
"2643" 1039914 84766.1107048872 -87.4501059761474
"2644" 1039933 0 0
"2645" 1039934 0 0
"2646" 1039944 0 0
"2647" 1039948 166171.02956044 -1680.6585989011
"2648" 1039953 65771.6824602463 -118.169887877939
"2649" 1039956 59423.7321941217 -1114.91273857721
"2650" 1039973 250551.627387097 8710.76529435484
"2651" 1039983 227575.036467391 -12225.3557673913
"2652" 1039987 92301.6815420214 -1762.8109690485
"2653" 1040033 222866.675357143 62682.0883928572
"2654" 1040040 85924.9154013159 -1251.72049474363
"2655" 1040042 54802.1999111843 -422.567743014108
"2656" 1040043 61634.7322206047 -464.585931131019
"2657" 1040051 37772.9485714286 -150.192321428569
"2658" 1040053 44966.2655454546 351.526499999999
"2659" 1040061 -22717.1769485294 32226.0669485294
"2660" 1040062 -12163.556027668 1558.93820158103
"2661" 1040064 0 0
"2662" 1040069 0 0
"2663" 1040080 0 0
"2664" 1040085 161111.881730769 -15184.8482142857
"2665" 1040086 0 0
"2666" 1040088 54586.9481546053 -646.146186177429
"2667" 1040089 77683.0450460527 -1167.09703058871
"2668" 1040093 0 0
"2669" 1040094 0 0
"2670" 1040097 79077.6563080894 -1218.49672825757
"2671" 1040101 40201.2711818182 9550.69609090909
"2672" 1040104 44026.179 -5651.75185714286
"2673" 1040131 0 0
"2674" 1041485 110279.469572368 -44.1788217240912
"2675" 1041490 8074.27431818183 7336.51568181818
"2676" 1041494 22164.879 2265.47127272727
"2677" 1041507 84448.29443785 -1045.16669113942
"2678" 1041538 97463.3997547592 -718.487567259239
"2679" 1041548 0 0
"2680" 1041550 177215.710197628 21225.316215415
"2681" 1041552 115834.168928571 2831.68451970444
"2682" 1041555 103066.56 4813.58250000001
"2683" 1041556 0 0
"2684" 1041563 332451.195 -1158.1842857143
"2685" 1041564 80217.804 32629.5534545455
"2686" 1041568 0 0
"2687" 1041574 583203.923863637 2796.20748251746
"2688" 1041575 275.224642857133 655.295110837439
"2689" 1041590 0 0
"2690" 1041592 167246.036781377 -5730.3236659919
"2691" 1041594 444001.759919028 -9001.36599595142
"2692" 1041600 637869.856025641 -4390.53019230769
"2693" 1041616 76013.5815584415 22267.0180265387
"2694" 1041617 547675.053886639 -16396.6120597166
"2695" 1041623 90430.2544736842 -1299.74133629528
"2696" 1041625 128912.805714286 -4321.86311576355
"2697" 1041626 137708.103263889 -2337.46636686992
"2698" 1041644 166327.737784615 8661.41413846154
"2699" 1041679 0 0
"2700" 1041681 0 0
"2701" 1041684 -232037.49125 125102.05725
"2702" 1041695 0 0
"2703" 1041708 8988.87900000002 3852.37671428571
"2704" 1041714 0 0
"2705" 1041751 0 0
"2706" 1041753 49232.0060714286 -2049.82450738916
"2707" 1041754 77444.0999999999 -12907.35
"2708" 1041786 72234.5297727273 -7062.13054195804
"2709" 1041788 0 0
"2710" 1041797 0 0
"2711" 1041805 0 0
"2712" 1041814 0 0
"2713" 1041827 0 0
"2714" 1041830 21991.59 -2209.60532967033
"2715" 1041833 224415.936553846 -8871.18578461538
"2716" 1041835 69531.1951935484 -2813.73031451613
"2717" 1041842 0 0
"2718" 1041897 84939.581287794 -364.385347004479
"2719" 1041901 126457.395389698 -1343.81480417133
"2720" 1041914 166584.387 904.558363636361
"2721" 1041919 0 0
"2722" 1041921 0 0
"2723" 1041937 -18809.3474285714 2341.02594208494
"2724" 1041939 0 0
"2725" 1041941 0 0
"2726" 1041956 -201129.467045455 68372.1660839161
"2727" 1041967 0 0
"2728" 1041971 -24470.4197727272 18325.6391958042
"2729" 1041982 0 0
"2730" 1041986 -55152.7101217107 4550.13984787032
"2731" 1041988 18619.1462337662 31274.9956041784
"2732" 1042002 0 0
"2733" 1042003 260214.822692308 -11962.6630769231
"2734" 1042009 359522.077090909 15187.7949545455
"2735" 1042014 28726.5675 372.331500000002
"2736" 1042022 0 0
"2737" 1042023 56306.2626923076 21088.6648076923
"2738" 1042025 0 0
"2739" 1042026 0 0
"2740" 1042033 0 0
"2741" 1042065 126973.575 1554.14536363637
"2742" 1042115 0 0
"2743" 1042117 0 0
"2744" 1042124 109531.162093973 -1379.48654341164
"2745" 1042130 0 0
"2746" 1042144 131267.300654045 -576.415985977524
"2747" 1042169 -8419.52521978021 10849.7965054945
"2748" 1042178 246106.645408537 908.927709930311
"2749" 1042180 -41798.9363736265 17965.4333736264
"2750" 1042182 119492.863390603 -1255.31218264152
"2751" 1042189 63066.3494556025 -1204.06250105708
"2752" 1042917 430113.187125 -10452.4574558824
"2753" 1042926 -173002.596923077 44574.0896373626
"2754" 1042932 96905.82375 -4287.12928977273
"2755" 1042934 53612.1883695653 -934.666669565219
"2756" 1042941 148521.263529412 -1030.4466873065
"2757" 1042950 0 0
"2758" 1042968 8211.91405263159 -123.492448250136
"2759" 1042969 0 0
"2760" 1042979 231014.992512909 -1238.95106753063
"2761" 1042987 124793.08658867 4369.71606650246
"2762" 1042988 -88073.2510714285 55723.5610714286
"2763" 1042989 185784.480642857 -5507.61843506493
"2764" 1042991 -78677.6885294117 17373.7045820433
"2765" 1043030 125158.356655095 -1093.28515838466
"2766" 1043031 28044.9619046053 -402.923998677429
"2767" 1043039 0 0
"2768" 1043052 -19015.3591071428 12054.8078571429
"2769" 1043059 0 0
"2770" 1043067 21266.7305335968 -1259.34216403162
"2771" 1043068 -79628.0464285713 46764.0385714286
"2772" 1043080 0 0
"2773" 1043111 293019.876 -5552.71457142859
"2774" 1043128 9264.56265 -506.089557692308
"2775" 1043139 11902.2336397059 -943.620992647059
"2776" 1043142 54636.3499686451 1250.43045898656
"2777" 1043148 0 0
"2778" 1043149 12735 -1469.42307692308
"2779" 1043159 47080.8619581281 -2199.88509605911
"2780" 1043164 0 0
"2781" 1043165 0 0
"2782" 1043166 72425.1455357143 23276.9507142857
"2783" 1043170 0 0
"2784" 1043171 0 0
"2785" 1043174 0 0
"2786" 1043181 5976.61671428571 -559.767214285714
"2787" 1043185 0 0
"2788" 1043199 27162.9525673469 -103.166520288115
"2789" 1043200 313764.829033613 -11950.1204621849
"2790" 1043215 114754.043991792 -1690.02456516817
"2791" 1043228 40232.8973510971 -666.426281127821
"2792" 1043260 135963.972977604 -1849.77903023516
"2793" 1043284 -1726.25836440241 3044.89865653728
"2794" 1043292 1671.20357142857 -263.52
"2795" 1043298 0 0
"2796" 1043299 148033.828305745 -2123.91846871957
"2797" 1043303 141692.46703252 -1905.09188852973
"2798" 1043316 8893.95000000001 -5.144878968615e-12
"2799" 1043328 106346.969319079 -1105.01465090884
"2800" 1043336 79098.4092857143 -5189.24089285714
"2801" 1043337 -10593.97375 3532.42275
"2802" 1043338 38405.6878846154 1857.23925824176
"2803" 1043341 106502.537353846 -3560.90773846154
"2804" 1043342 0 0
"2805" 1043346 0 0
"2806" 1043348 0 0
"2807" 1043351 194883.152142857 -4629.33321428571
"2808" 1043352 0 0
"2809" 1043370 0 0
"2810" 1043385 131211.862944079 -1699.67187126967
"2811" 1043427 1563.41576086957 -21.1310608695653
"2812" 1043431 105041.1 -4732.35613300493
"2813" 1043435 175647.476142857 -3275.95339285714
"2814" 1043448 115216.242677419 14090.4249133064
"2815" 1043458 134711.418375 -4856.5221617647
"2816" 1043460 32761.5133846153 8204.59656050657
"2817" 1043465 132239.859096774 3809.47966330645
"2818" 1043467 0 0
"2819" 1043470 -55993.0103653846 5014.33083489681
"2820" 1043489 0 0
"2821" 1043500 266088.621563436 -4529.90663159625
"2822" 1043503 85119.7999537466 -1290.96902289547
"2823" 1043505 0 0
"2824" 1043511 69588.5528571428 -8300.0057142857
"2825" 1043533 0 0
"2826" 1043534 0 0
"2827" 1043543 0 0
"2828" 1043550 1102.80110294118 -33.7581617647058
"2829" 1043555 0 0
"2830" 1043559 31731.0635835095 -1049.71994714588
"2831" 1043565 5751.31500000001 20436.5205
"2832" 1043568 105340.94875 33258.60825
"2833" 1043570 201064.464411765 4504.66295665635
