Feature,Gain,Cover,Frequency,run
CNT_INSTALMENT_FUTURE_MEAN,183.137232899666,72984,38,66
PRODUCT_COMBINATION_Cash_Street._high,181.859251379967,11630913,49,66
Nr_INSTALLMENTS_MEAN,179.084503889084,4558448,42,66
Add_DIFF_DAYS_LAST_DUE_PREV_MAX,178.621486186981,3443377,40,66
DAYS_EMPLOYED,177.273119524121,335966,59,66
AMT_INSTALMENT_MEAN,176.805921435356,74849,41,66
NFLAG_INSURED_ON_APPROVAL_1,176.801922351122,163674,35,66
Add_CREDIT_per_FAM,176.331593573093,523354,43,66
Add_RATIO_CAR_EMPLOYED,175.885891675949,830056,47,66
MONTHS_BALANCE_MEAN_POS,175.66020834446,147393,36,66
NUM_INSTALMENT_VERSION_4,173.660772800446,285783,42,66
AMT_APPLICATION_MEAN,172.379933714867,849014,44,66
Add_RATIO_CREDIT_INCOME,171.91680508852,1590801,40,66
PRODUCT_COMBINATION_Cash_X.Sell._middle,169.375371158123,9276,27,66
Add_DIFF_MEAN_INSTALMENT_FUTURE,167.894654810429,156421,37,66
CHANNEL_TYPE_AP._.Cash_loan.,161.457282543182,9329783,41,66
CNT_INSTALMENT_MEAN,161.416686892509,494901,32,66
DAYS_FIRST_DUE_MIN,161.107338428497,57779,30,66
INSTALMENTS_LESS_INTERCEPT,160.735911607742,276478,30,66
Add_RATIO_CREDIT_GOODS,160.532905817032,419906,33,66
NAME_GOODS_CATEGORY_13,159.493119478226,11673147,46,66
AMT_CREDIT_SUM_LIMIT_MEAN,159.056833386421,67684,43,66
DAYS_CREDIT_MIN,157.634411334991,60540,36,66
INSTALMENTS_LESS_MEAN,155.104569673538,1722628,36,66
AMT_ANNUITY_MAX,154.413816034794,2634920,37,66
Add_INCOME_per_FAM,153.49065721035,127396,36,66
BUREAU_STATUS_3_MEAN,151.604970932007,7353208,38,66
DAYS_LAST_DUE_MIN,151.091368913651,8036,23,66
BUREAU_STATUS_C_MEAN,150.733648836613,6251634,41,66
RATE_DOWN_PAYMENT_MAX,150.60800409317,108129,38,66
HOUR_APPR_PROCESS_START_8,150.014174461365,3097562,34,66
AMT_CREDIT_SUM_DEBT_MAX,146.671335399151,376259,30,66
DAYS_LAST_DUE_1ST_VERSION_MAX,146.669345855713,2596422,40,66
BUREAU_MONTH_BALANCE_Nr_MEAN,144.249398589134,56550,33,66
AMT_CREDIT_SUM_SUM,143.292528897524,14555,44,66
Nr_POSCASH_MONTH_MEAN,142.166638731956,776926,28,66
NAME_YIELD_GROUP_low_normal,141.646988391876,4601,24,66
BUREAU_STATUS_ENTROPY_MIN,138.307958841324,1455,16,66
Add_CARD_DRAWINGS_POS_per_CNT_MAX,133.18478012085,40582,36,66
AMT_INSTALMENT_MAX,132.651858329773,229098,29,66
DAYS_INSTALMENT_MEAN,131.844628274441,6654,26,66
NUM_INSTALMENT_NUMBER_MEAN,129.451777756214,51599,26,66
INSTALMENTS_LESS_TREND,129.184301257134,661074,30,66
DAYS_LAST_DUE_1ST_VERSION_MIN,128.669700264931,729342,26,66
AMT_ANNUITY_SUM,127.171459197998,3668413,33,66
Add_RATIO_MEAN_PAYMENT_PREV,126.952887743712,38897,45,66
EXT_SOURCE_MEAN,126.816109836102,607793,40,66
DAYS_LAST_DUE_MEAN,126.462182879448,5539,23,66
Add_RATIO_CAR_BIRTH,126.371199965477,749335,29,66
AMT_DOWN_PAYMENT_MEAN,124.55992102623,79793,25,66
PRODUCT_COMBINATION_Cash,123.339898347855,9680,25,66
NFLAG_INSURED_ON_APPROVAL_NA,122.056058764458,246224,20,66
Add_RATIO_PHONE_BIRTH,120.432836055756,782618,29,66
LIVINGAREA_AVG,120.076060771942,102149,26,66
DAYS_FIRST_DUE_MEAN,116.805916368961,146593,36,66
AMT_APPLICATION_MAX,115.292135596275,688584,26,66
NAME_CASH_LOAN_PURPOSE_14,113.053377628326,1436488,24,66
HOUR_APPR_PROCESS_START_16,111.429890155792,49634,21,66
BUREAU_STATUS_ENTROPY_MEAN,111.146631598473,53779,28,66
Add_RATIO_DEBT_CREDIT_BUREAU_MEAN,110.187680959702,43715,26,66
Add_DIFF_BALANCE_LIMIT_CARD_MAX,109.189822435379,3693767,28,66
AMT_ANNUITY_MIN,107.910378694534,52917,27,66
NFLAG_INSURED_ON_APPROVAL_0,106.962584972382,5364,20,66
AMT_CREDIT_SUM_DEBT_MEAN,106.224353313446,33373,23,66
Credit_card_Nr,104.95416867733,128425,22,66
AMT_CREDIT_MAX,103.706005215645,1258169,27,66
Add_RATIO_INSTALMENT_LEFT_TREND_MEAN,103.623753070831,360403,23,66
AMT_REQ_CREDIT_BUREAU_QRT,102.926171541214,76000,22,66
CNT_PAYMENT_MEAN,102.809128463268,16924,26,66
DAYS_LAST_DUE_1ST_VERSION_MEAN,102.720855474472,31098,21,66
NAME_SELLER_INDUSTRY_Construction,100.863926887512,6147466,29,66
Add_RATIO_EMPLOYED_BIRTH,97.4038655757904,13486,23,66
NAME_TYPE_SUITE_miss,97.0785425305367,1916411,21,66
EXT_SOURCE_1,96.6376205310226,694171,27,66
NAME_YIELD_GROUP_middle,96.6198124885559,1701283,21,66
AMT_CREDIT_MAX_OVERDUE_MEAN,96.5045201778412,15753,19,66
AMT_CREDIT_SUM_DEBT_SUM,95.1736296713352,265385,23,66
AMT_CREDIT_SUM_MEAN,94.9382489919662,88666,24,66
AMT_PAYMENT_MAX,94.5098404884338,655454,20,66
Add_DIFF_BALANCE_LIMIT_CARD_MEAN,94.1161694228649,2432437,24,66
NAME_YIELD_GROUP_miss,93.8450617790222,7212,22,66
Add_DIFF_MEAN_DAYS_LAST_DUE_PREV,93.5704576969147,33200,19,66
AMT_CREDIT_LIMIT_ACTUAL_MEAN,93.2245659828186,237904,17,66
NAME_CONTRACT_TYPE_Cash_loans,88.0762938261032,215092,17,66
YEARS_BEGINEXPLUATATION_AVG,87.9901303052902,697034,19,66
Add_RATIO_PAYMENT_BUREAU_MEAN,87.9768797159195,119256,17,66
AMT_APPLICATION_MIN,87.7854257822037,4697,26,66
WEEKDAY_APPR_PROCESS_START_SATURDAY,86.7509782314301,831591,19,66
Add_DIFF_DAYS_LAST_DUE_PREV_MIN,85.7728333473206,2740913,20,66
SK_DPD_DEF_MAX_CC,85.7450600266457,6234228,25,66
DAYS_DECISION_MAX,85.1537853777409,267604,21,66
AMT_CREDIT_MEAN,83.5287021398544,28760,16,66
DAYS_ENDDATE_FACT_MEAN,81.8946087136865,4625,24,66
SK_DPD_DEF_MEAN_POS,81.4869419336319,85118,19,66
BASEMENTAREA_MEDI,80.8466713428497,4096986,23,66
WEEKDAY_APPR_PROCESS_START_FRIDAY,79.7682785987854,419573,21,66
DAYS_FIRST_DRAWING_MEAN,79.6845960617065,445957,19,66
CHANNEL_TYPE_Contact_center,79.0164017677307,18323,17,66
BUREAU_MONTH_BALANCE_MIN_MIN,78.7729411125183,1991748,21,66
BASEMENTAREA_MODE,78.3773820400238,3316709,19,66
Add_DIFF_RECEIVABLE_BALANCE_CARD_MAX,77.5736668109894,324216,15,66
AMT_ANNUITY_MEAN,76.0885071903467,99933,21,66
Add_RATIO_INSTALMENT_LEFT_MEAN,75.4600749611855,145537,21,66
Add_RATIO_PAYMENT_PREV_MEAN,74.3139708042145,1359660,19,66
SK_DPD_MEAN_POS,71.0976910591126,3389,12,66
Add_DIFF_RECEIVABLE_BALANCE_CARD_MEAN,71.094821870327,234426,18,66
CODE_REJECT_REASON_miss,70.6387591063976,2432,14,66
AMT_CREDIT_MAX_OVERDUE_MIN,69.7033615112305,1644499,18,66
Nr_BUREAU,68.8686769008637,942732,13,66
LIVINGAPARTMENTS_AVG,66.4907188415527,18962,15,66
Nr_PREV_APPL_CNT,64.9171351194382,255073,13,66
NONLIVINGAREA_AVG,64.7551340758801,635834,18,66
ENTRANCES_AVG,63.4167349934578,871346,16,66
HOUR_APPR_PROCESS_START_18,62.7864291667938,3031798,17,66
NAME_PORTFOLIO_miss,62.2917912006378,4275,15,66
AMT_CREDIT_MIN,62.0704165697098,8611,16,66
BUREAU_STATUS_X_MEAN,60.5007462501526,14618,14,66
HOUR_APPR_PROCESS_START_10,59.5296838283539,27516,16,66
AMT_REQ_CREDIT_BUREAU_YEAR,59.3463700413704,64295,16,66
AMT_PAYMENT_CURRENT_MEAN,58.0693709850311,184099,13,66
NAME_GOODS_CATEGORY_6,57.7308632135391,255167,12,66
TOTALAREA_MODE,57.2466886043549,23931,13,66
Add_RATIO_PAYMENT_PREV_MAX,55.8297441005707,22720,14,66
SK_DPD_DEF_SUM_CC,55.7555124759674,3261433,15,66
AMT_CREDIT_SUM_LIMIT_SUM,54.1252639591694,874394,16,66
HOUR_APPR_PROCESS_START_12,54.0146538615227,5979,10,66
NAME_HOUSING_TYPE.With.parents,52.6528103351593,25068,13,66
CREDIT_ACTIVE_Active,52.4683630466461,262490,10,66
Add_DIFF_DRAWINGS_LIMIT_CARD_MAX,51.6801930069924,14758,11,66
CHANNEL_TYPE_Country.wide,49.7066605091095,5353,10,66
OBS_30_CNT_SOCIAL_CIRCLE,49.4286361336708,2232,17,66
COMMONAREA_MODE,49.0133028626442,52241,11,66
APARTMENTS_AVG,48.8420275449753,112809,15,66
Add_CARD_DRAWINGS_ATM_per_CNT_MEAN,48.7823514938355,150488,8,66
SELLERPLACE_AREA_9,48.5519812107086,3398070,15,66
COMMONAREA_AVG,48.5428701043129,8309,14,66
CNT_PAYMENT_MIN,47.7576410770416,59838,12,66
NAME_GOODS_CATEGORY_12,47.6082267761231,16048,17,66
PRODUCT_COMBINATION_POS_household_with_interest,47.2012943029404,8539,8,66
LANDAREA_AVG,47.1104260087013,18164,12,66
NAME_PRODUCT_TYPE_miss,47.0715067386627,267331,12,66
DAYS_ENTRY_PAYMENT_MEAN,46.8606142699719,47779,9,66
MONTHS_BALANCE_MAX_POS,43.6568677425385,33463,10,66
Add_DIFF_PAYMENT_RECEIVABLE_CARD_MAX,43.2854087352753,33794,9,66
LANDAREA_MODE,43.1837778091431,3967,7,66
HOUR_APPR_PROCESS_START_14,43.1821687221527,796698,12,66
Add_DIFF_PAYMENT_DRAWINGS_CARD_MEAN,42.8221278190613,13192,10,66
AMT_DOWN_PAYMENT_MIN,42.5631376504898,7446,10,66
AMT_CREDIT_MAX_OVERDUE_MAX,42.5607817173004,6503,9,66
Add_DIFF_RECEIVABLE_PRINCIPAL_BALANCE_CARD_MEAN,42.3653674125672,1832480,13,66
BUREAU_MONTH_BALANCE_MAX_MAX,42.3039841651917,69654,11,66
LIVINGAPARTMENTS_MODE,41.9897067546845,54791,10,66
AMT_CREDIT_LIMIT_ACTUAL_SUM,41.2892775535584,114023,11,66
OWN_CAR_AGE,40.93137550354,28163,10,66
SELLERPLACE_AREA_55,40.4919250011444,275966,10,66
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,40.4744119644165,1993,7,66
WEEKDAY_APPR_PROCESS_START_SUNDAY,39.6658674478531,29374,8,66
NAME_SELLER_INDUSTRY_Consumer_electronics,39.5280480384827,3283,7,66
PRODUCT_COMBINATION_Card_Street,38.9284010231495,1773682,12,66
SELLERPLACE_AREA_61,38.7904237508774,68820,7,66
AMT_BALANCE_TREND,38.5477361679077,89894,7,66
WEEKDAY_APPR_PROCESS_START_TUESDAY,38.4235724806786,795,8,66
NAME_GOODS_CATEGORY_4,38.3774230480194,27785,8,66
SELLERPLACE_AREA_33,38.3623913526535,1534,10,66
SELLERPLACE_AREA_24,38.3601191043854,2641040,11,66
WEEKDAY_APPR_PROCESS_START_THURSDAY,37.9674753546715,1087012,11,66
Nr_INSTALLMENTS_PREV,37.7864584922791,631,8,66
AMT_BALANCE_INTERCEPT,37.1547808647156,281771,9,66
NAME_CONTRACT_TYPE_Revolving_loans,36.953843832016,273993,8,66
YEARS_BUILD_AVG,36.8957480788231,4339,9,66
NAME_PAYMENT_TYPE_miss,36.8089824914932,3152,9,66
HOUR_APPR_PROCESS_START_13,36.4319911003113,5599,8,66
APARTMENTS_MODE,36.3903259038925,30343,6,66
WEEKDAY_APPR_PROCESS_START_MONDAY,35.8931263685227,35598,12,66
FLOORSMAX_AVG,35.5093467235565,49686,9,66
CHANNEL_TYPE_Credit_and_cash_offices,35.447367310524,277138,9,66
Add_DIFF_PAYMENT_INST_MIN_CARD_MEAN,35.3618748188019,157643,8,66
Add_DIFF_RECEIVED_GOODS_PRICE_PREV_MEAN,35.2630290985107,566543,8,66
FLAG_DOCUMENT_20,35.0943789482117,2958647,11,66
AMT_DRAWINGS_POS_CURRENT_MEAN,34.1800684928894,31690,9,66
PRODUCT_COMBINATION_POS_other_with_interest,34.1355068683624,1237525,10,66
NAME_CONTRACT_STATUS_POSCASH_Completed,33.6879942417145,42346,8,66
DEF_60_CNT_SOCIAL_CIRCLE,33.4584906101227,4148,8,66
SK_DPD_DEF_MEAN_CC,33.4471853971481,139094,9,66
SELLERPLACE_AREA_18,32.9892001152039,1040930,7,66
NAME_GOODS_CATEGORY_7,32.9671256542206,7032,8,66
Add_DIFF_RECEIVED_GOODS_PRICE_PREV_MIN,32.8575875759125,255633,7,66
AMT_DRAWINGS_ATM_CURRENT_MEAN,32.4056165218353,6649,8,66
NAME_PRODUCT_TYPE_walk.in,32.3916893005371,4166,7,66
LANDAREA_MEDI,32.3523097038269,813465,8,66
Consumer_credit_Nr,32.1124404668808,10727,8,66
NAME_CONTRACT_STATUS_Refused,31.5074093341827,3924,7,66
OBS_60_CNT_SOCIAL_CIRCLE,31.3381224870682,1184,8,66
NUM_INSTALMENT_VERSION_6,31.2837138175964,46825,6,66
Add_DIFF_RECEIVED_GOODS_PRICE_PREV_MAX,31.1389462947846,479850,8,66
NAME_PAYMENT_TYPE_Cash_through_the_bank,31.0156021118164,276482,7,66
CREDIT_ACTIVE_Closed,30.7946569919586,6995,7,66
DEF_30_CNT_SOCIAL_CIRCLE,30.6310670375824,2059,9,66
LIVINGAPARTMENTS_MEDI,30.6205186843872,4991,7,66
NAME_HOUSING_TYPE.Office.apartment,30.3561382293701,32742,7,66
COMMONAREA_MEDI,29.442852973938,35846,7,66
CNT_DRAWINGS_CURRENT_MEAN,28.5724620819092,22822,6,66
FLOORSMIN_AVG,28.4552204608917,21103,8,66
ENTRANCES_MODE,28.4251747131348,272299,6,66
SK_DPD_MEAN_CC,28.1667454242706,304,6,66
SELLERPLACE_AREA_34,27.9975991249085,20701,5,66
SK_DPD_MAX_POS,27.8793189525604,634348,6,66
NAME_SELLER_INDUSTRY_Auto_technology,27.8715569972992,39644,6,66
NAME_TYPE_SUITE_Unaccompanied,26.9359937906265,2977,7,66
AMT_GOODS_PRICE_MEAN,26.673835515976,21136,5,66
Add_DIFF_PAYMENT_DRAWINGS_CARD_MAX,26.6299605369568,52308,4,66
NONLIVINGAREA_MODE,26.4404509663582,5362,7,66
AMT_CREDIT_SUM_LIMIT_MAX,26.3096317052841,19274,9,66
BUREAU_STATUS_5_MEAN,24.8429017066956,676916,8,66
NAME_CONTRACT_TYPE_Consumer_loans,23.7198481559753,21637,5,66
HOUR_APPR_PROCESS_START_15,23.6949980258942,1293,6,66
DAYS_CREDIT_ENDDATE_POSITIVE_SUM,23.6569030284882,846,5,66
HOUR_APPR_PROCESS_START_1,23.6555149555206,885400,6,66
NAME_GOODS_CATEGORY_1,23.6071955561638,555338,7,66
NAME_TYPE_SUITE_Family,23.5835919380188,1293,7,66
AMT_INST_MIN_REGULARITY_MEAN,23.4344781637192,1374,4,66
WEEKDAY_APPR_PROCESS_START.MONDAY,22.8158485889435,4897,5,66
ELEVATORS_AVG,22.6779820919037,8093,9,66
SELLERPLACE_AREA_54,22.2084124088287,584176,6,66
SK_DPD_SUM_CC,21.7564640045166,1335356,6,66
Add_DIFF_PAYMENT_INST_MIN_CARD_MAX,21.5643017292023,620,4,66
NAME_CLIENT_TYPE_Repeater,21.4518256187439,685,6,66
NAME_PORTFOLIO_Cards,20.9249813556671,809148,5,66
AMT_PAYMENT_TOTAL_CURRENT_MEAN,20.7042217850685,44471,6,66
FLAG_PHONE,20.6032094955446,1738,11,66
NAME_CONTRACT_STATUS_CC_Completed_SUM,20.2358257770538,33476,5,66
ORGANIZATION_TYPE.Housing,20.1444730758667,11202,4,66
HOUR_APPR_PROCESS_START_20,20.1395645141602,127429,5,66
CNT_PAYMENT_MAX,20.0516736507416,3206,3,66
NAME_CLIENT_TYPE_New,20.0095341205597,451,3,66
NAME_GOODS_CATEGORY_2,19.870769739151,137,3,66
SELLERPLACE_AREA_43,19.7126235961914,283635,4,66
INSTALMENTS_LESS_MAX,19.5803668498993,4204,6,66
SELLERPLACE_AREA_7,18.9406063556671,955365,6,66
PRODUCT_COMBINATION_Cash_X.Sell._low,18.6197891235352,723,4,66
REG_REGION_NOT_LIVE_REGION,18.4088492393494,8506,3,66
ORGANIZATION_TYPE.Trade..type.7,18.3265132904053,10273,4,66
AMT_GOODS_PRICE_MIN,18.3255577087402,771,4,66
CHANNEL_TYPE_Car_dealer,18.2785074710846,783221,5,66
SELLERPLACE_AREA_2,18.222311258316,231485,4,66
OCCUPATION_TYPE.Drivers,18.218700170517,2976,4,66
PRODUCT_COMBINATION_Cash_Street._middle,18.1431305408478,13983,4,66
OCCUPATION_TYPE.Private.service.staff,18.1079704761505,302087,5,66
CNT_CREDIT_PROLONG_MAX,17.9296057224274,9223,4,66
NA_NONLIVINGAREA,17.9186425209045,168,3,66
SELLERPLACE_AREA_47,17.913117647171,413857,5,66
FLAG_EMAIL,17.8323227763176,5367,9,66
Add_DIFF_PAYMENT_RECEIVABLE_PRINCIPAL_CARD_MAX,17.3082921504974,270859,4,66
ENTRANCES_MEDI,17.0495328903198,39454,4,66
CNT_INSTALMENT_MATURE_CUM_MEAN,16.8609739542007,320,3,66
Add_DIFF_MEAN_CREDIT_RECEIVED_ASKED_PREV,16.7588584423065,33932,3,66
NAME_CONTRACT_STATUS_CC_Active_SUM,16.5639193058014,12928,4,66
NAME_TYPE_SUITE.Family,16.4877145290375,1363566,5,66
NAME_PORTFOLIO_POS,16.2633194923401,2340,3,66
NA_LANDAREA,16.1317055225372,1989,3,66
NAME_GOODS_CATEGORY_9,16.131040930748,33836,7,66
AMT_CREDIT_SUM_OVERDUE_SUM,15.7647662162781,5777,4,66
NAME_YIELD_GROUP_high,15.6171853542328,12580,5,66
SELLERPLACE_AREA_15,15.4966402053833,708837,4,66
SELLERPLACE_AREA_38,15.4165481328964,240618,3,66
AMT_GOODS_PRICE_MAX,15.2729802131653,619985,4,66
APARTMENTS_MEDI,15.1635546684265,644,3,66
CNT_INSTALMENT_MATURE_CUM_MAX,14.9466562271118,75368,3,66
FLAG_DOCUMENT_3,14.8263057470322,664,5,66
FLOORSMIN_MEDI,14.362334728241,55135,3,66
CODE_REJECT_REASON_SCO,14.3580073714256,3148,5,66
SELLERPLACE_AREA_60,14.2312624454498,37012,3,66
CNT_DRAWINGS_POS_CURRENT_MEAN,14.068253993988,96,2,66
SELLERPLACE_AREA_53,14.0377368927002,1085347,4,66
SELLERPLACE_AREA_5,13.9849407672882,218714,3,66
Nr_Card_MONTH_MEAN,13.9691793322563,32834,5,66
DAYS_FIRST_DRAWING_MIN,13.71031665802,103631,2,66
ORGANIZATION_TYPE.Cleaning,13.6603469848633,117177,3,66
OCCUPATION_TYPE.Cleaning.staff,13.4991328716278,45725,3,66
NA_EXT_SOURCE_1,13.1071400642395,100,2,66
Add_DIFF_MEAN_PAYMENT_INST_MIN_CARD,12.9199228286743,21478,3,66
WEEKDAY_APPR_PROCESS_START.TUESDAY,12.5400764942169,1261,3,66
OCCUPATION_TYPE.miss,12.3161354064941,3349,3,66
NAME_CONTRACT_STATUS_Approved,12.3149161338806,1895,3,66
FLOORSMIN_MODE,12.2380673885345,2151,3,66
NA_TOTALAREA_MODE,12.2061848640442,486,5,66
CODE_REJECT_REASON_LIMIT,11.9205806851387,1199,4,66
PRODUCT_COMBINATION_Cash_X.Sell._high,11.9110051393509,962,4,66
CREDIT_DAY_OVERDUE_MAX,11.8291907310486,5410,3,66
AMT_DRAWINGS_OTHER_CURRENT_MEAN,11.7038617134094,3658,3,66
HOUR_APPR_PROCESS_START_17,11.6871995925903,11553,3,66
AMT_BALANCE_MEAN,11.5564587116241,760,3,66
SK_DPD_DEF_MAX_POS,11.4700530767441,6054,3,66
NAME_GOODS_CATEGORY_3,11.4547865390778,6506,3,66
NAME_FAMILY_STATUS.Separated,11.0319178104401,1908,3,66
AMT_CREDIT_LIMIT_ACTUAL_MAX,10.7138055562973,5052,4,66
CNT_DRAWINGS_OTHER_CURRENT_MEAN,10.5594980716705,28466,2,66
NAME_SELLER_INDUSTRY_miss,10.5215995311737,942,3,66
SELLERPLACE_AREA_3,10.4530827999115,483740,3,66
NONLIVINGAPARTMENTS_AVG,10.3793449401855,560,3,66
SELLERPLACE_AREA_12,10.3640048503876,52787,2,66
SK_DPD_MAX_CC,10.3327453136444,277519,3,66
NAME_SELLER_INDUSTRY_Connectivity,10.2190294265747,190,2,66
SELLERPLACE_AREA_30,10.0836668014526,248915,3,66
NAME_HOUSING_TYPE.Municipal.apartment,9.99841022491455,77603,2,66
NAME_CASH_LOAN_PURPOSE_15,9.96635103225708,3734,3,66
WALLSMATERIAL_MODE.Wooden,9.88606452941895,2716,2,66
ORGANIZATION_TYPE.Trade..type.2,9.87739419937134,791870,3,66
SELLERPLACE_AREA_29,9.69669318199158,19062,3,66
NAME_CONTRACT_STATUS_Canceled,9.48597240447998,276,2,66
PRODUCT_COMBINATION_POS_industry_with_interest,9.44230580329895,41097,2,66
SELLERPLACE_AREA_31,9.25981932878494,2452,5,66
SELLERPLACE_AREA_37,9.25515460968018,6410,3,66
ORGANIZATION_TYPE.Security,9.20730495452881,7845,3,66
NAME_CONTRACT_STATUS_CC_Signed_SUM,9.1686635017395,195752,2,66
NAME_SELLER_INDUSTRY_Industry,9.14385175704956,562111,3,66
NAME_PAYMENT_TYPE_Non.cash_from_your_account,9.06402158737183,2558,2,66
SELLERPLACE_AREA_6,9.02296686172485,1210,2,66
NAME_SELLER_INDUSTRY_Furniture,8.99656021595001,2527,4,66
ORGANIZATION_TYPE.Business.Entity.Type.3,8.93897747993469,187066,2,66
NAME_INCOME_TYPE.Pensioner,8.71526336669922,66,1,66
OCCUPATION_TYPE.Laborers,8.66987490653992,833,3,66
NAME_INCOME_TYPE.State.servant,8.66744458675385,692,2,66
OCCUPATION_TYPE.Core.staff,8.54262042045593,16090,2,66
Add_RATIO_OVERDUE_CREDIT_BUREAU_MEAN,8.43739366531372,128765,3,66
NFLAG_LAST_APPL_IN_DAY_0,8.39521312713623,36089,1,66
NAME_CONTRACT_STATUS_POSCASH_Approved,8.14343929290772,108717,2,66
Add_RATIO_CHILD,8.11180400848389,10766,2,66
NAME_TYPE_SUITE.Unaccompanied,7.91624355316162,433,2,66
WEEKDAY_APPR_PROCESS_START.WEDNESDAY,7.68134117126465,302,2,66
Add_DIFF_DRAWINGS_LIMIT_CARD_MEAN,7.5293493270874,2611,2,66
BUREAU_STATUS_4_MEAN,7.46708154678345,98671,2,66
YEARS_BUILD_MEDI,7.41108632087708,1841,2,66
NAME_GOODS_CATEGORY_0,7.35437512397766,17320,2,66
PRODUCT_COMBINATION_POS_industry_without_interest,7.21225094795227,50468,2,66
NONLIVINGAREA_MEDI,7.19524145126343,274725,2,66
ORGANIZATION_TYPE.School,7.18655562400818,8472,2,66
NAME_FAMILY_STATUS.Widow,7.18513011932373,634,1,66
CODE_REJECT_REASON_SCOFR,7.18308103084564,86207,3,66
PRODUCT_COMBINATION_Card_X.Sell,7.17886900901794,2821,2,66
NAME_TYPE_SUITE_Spouse._partner,7.1042548418045,2383,4,66
EMERGENCYSTATE_MODE.miss,7.08539485931397,114,2,66
AMT_REQ_CREDIT_BUREAU_MON,7.07544195652008,13200,3,66
Add_CARD_DRAWINGS_ATM_per_CNT_MAX,6.96084976196289,9488,2,66
NA_AMT_CREDIT_SUM_LIMIT,6.91857814788818,2532,4,66
NAME_EDUCATION_TYPE.Secondary...secondary.special,6.88912963867188,47,1,66
FLAG_OWN_CAR,6.75031661987319,1233,11,66
NFLAG_LAST_APPL_IN_DAY_1,6.58469021320343,352,2,66
FLAG_DOCUMENT_14,6.55786728858948,50335,2,66
CNT_INSTALMENT_MATURE_CUM_SUM,6.52593040466309,1795,2,66
NAME_CASH_LOAN_PURPOSE_2,6.49847251176834,321394,3,66
AMT_REQ_CREDIT_BUREAU_WEEK,6.49662733078003,41713,2,66
CNT_CREDIT_PROLONG_MIN,6.45057821273804,351711,2,66
SELLERPLACE_AREA_32,6.37646293640137,394,1,66
NA_AMT_CREDIT_MAX_OVERDUE,6.36606669425966,483,3,66
CREDIT_currency.1,6.34043550491333,5979,2,66
CNT_CHILDREN,6.27595755457878,314,3,66
CNT_FAM_MEMBERS,6.24595165252686,445,2,66
YEARS_BUILD_MODE,6.047114610672,14461,2,66
PRODUCT_COMBINATION_POS_mobile_without_interest,6.0387270450592,222306,2,66
HOUSETYPE_MODE.miss,5.93085813522339,1482,2,66
NAME_CASH_LOAN_PURPOSE_13,5.8626492023468,21619,2,66
NA_YEARS_BUILD,5.85768508911133,62,1,66
NAME_GOODS_CATEGORY_10,5.83007657527924,25735,2,66
SELLERPLACE_AREA_19,5.80718374252319,217,1,66
NAME_CASH_LOAN_PURPOSE_0,5.76727098226547,550,3,66
LIVE_CITY_NOT_WORK_CITY,5.62969517707825,1070,2,66
SELLERPLACE_AREA_10,5.58618974685669,981,1,66
NAME_CONTRACT_STATUS_POSCASH_Signed,5.55739498138428,791,2,66
NA_DAYS_ENDDATE_FACT,5.53913021087647,46,1,66
FONDKAPREMONT_MODE.miss,5.53312253952026,132,1,66
PRODUCT_COMBINATION_POS_mobile_with_interest,5.47401428222656,3439,2,66
HOUR_APPR_PROCESS_START_9,5.47210562229157,380,2,66
ORGANIZATION_TYPE.Police,5.34436750411987,2579,1,66
ORGANIZATION_TYPE.Transport..type.2,5.21510314941406,8160,1,66
NUM_INSTALMENT_VERSION_15,5.18573665618897,58598,1,66
Mortgage_Nr,5.10583400726318,125,1,66
NAME_INCOME_TYPE.Commercial.associate,4.96303272247315,76,1,66
SELLERPLACE_AREA_27,4.84314870834351,5321,1,66
SELLERPLACE_AREA_50,4.71633386611939,6846,1,66
PRODUCT_COMBINATION_POS_household_without_interest,4.63412618637086,391,3,66
NAME_FAMILY_STATUS.Single...not.married,4.63309574127197,66,1,66
OCCUPATION_TYPE.Cooking.staff,4.5550742149353,3016,1,66
Nr_POS_CASH,4.48145389556885,790,1,66
FLAG_DOCUMENT_5,4.17925548553467,1906,1,66
SELLERPLACE_AREA_41,4.16347980499268,21757,1,66
SELLERPLACE_AREA_51,4.15864065289497,1492,3,66
SELLERPLACE_AREA_8,4.04913234710693,12801,1,66
Add_DIFF_MEAN_CREDIT_RECEIVED_GOODS_PRICE_PREV,4.04086923599243,107213,1,66
Add_CARD_DRAWINGS_OTHER_per_CNT_MEAN,4.0202317237854,4019,1,66
FLAG_DOCUMENT_6,3.88628220558167,269,1,66
NONLIVINGAPARTMENTS_MEDI,3.8845329284668,19678,1,66
CNT_CREDIT_PROLONG_SUM,3.87664318084717,162211,1,66
Add_CARD_DRAWINGS_OTHER_per_CNT_MAX,3.87635827064514,1611,1,66
FLAG_EMP_PHONE,3.86412429809572,377,3,66
ORGANIZATION_TYPE.Telecom,3.83441829681397,23488,1,66
ORGANIZATION_TYPE.Security.Ministries,3.81883430480957,26851,1,66
ORGANIZATION_TYPE.Industry..type.1,3.78425860404968,22733,1,66
Add_DIFF_PAYMENT_RECEIVABLE_CARD_MEAN,3.67609715461731,2209,1,66
SELLERPLACE_AREA_20,3.62966251373291,241316,1,66
